ID|name|赛季|球队|场次|首发|时间|投篮|命中率|三分|命中率|罚球|命中率|篮板|助攻|抢断|盖帽|失误|犯规|得分
10025|科斯塔-库佛斯(Kosta Koufos)|2012|掘金|6|2|16.7|1.2-3.2|36.8%|0.2-0.2|100.0%|0.8-1.0|83.3%|3.5|0.5|0.50|0.67|0.33|2.17|3.3
10025|科斯塔-库佛斯(Kosta Koufos)|2013|灰熊|7|0|6.4|1.0-2.3|43.8%|0.0-0.0|0.0%|0.6-0.6|100.0%|2.1|0.3|0.29|0.43|0.43|1.00|2.6
10026|本诺-尤德里(Beno Udrih)|2004|马刺|21|0|11.5|1.3-3.7|35.9%|0.5-1.8|27.0%|0.6-0.7|85.7%|0.8|1.0|0.43|0.05|0.95|0.95|3.7
10026|本诺-尤德里(Beno Udrih)|2005|马刺|7|0|6.7|1.4-4.3|33.3%|0.1-0.9|16.7%|0.6-0.7|80.0%|0.6|1.1|0.00|0.00|0.43|1.14|3.6
10026|本诺-尤德里(Beno Udrih)|2006|马刺|8|0|2.5|0.0-0.8|0.0%|0.0-0.2|0.0%|0.2-0.2|100.0%|0.1|0.1|0.00|0.00|0.38|0.25|0.2
10026|本诺-尤德里(Beno Udrih)|2013|灰熊|7|0|16.4|3.0-6.4|46.7%|0.6-1.7|33.3%|1.3-1.9|69.2%|1.7|1.7|0.43|0.00|1.29|1.57|7.9
10028|乔恩-洛伊尔(Jon Leuer)|2012|灰熊|5|0|2.2|0.2-0.4|50.0%|0.0-0.0|0.0%|0.0-0.0|0.0%|0.6|0.0|0.20|0.20|0.00|0.20|0.4
10028|乔恩-洛伊尔(Jon Leuer)|2013|灰熊|3|0|7.7|1.0-2.3|42.9%|0.3-0.7|50.0%|0.7-0.7|100.0%|2.7|0.7|0.33|0.00|0.00|0.67|3.0
10031|德怀特-霍华德(Dwight Howard)|2006|魔术|4|4|41.8|5.8-10.5|54.8%|0.0-0.0|0.0%|3.8-8.2|45.5%|14.8|1.8|0.50|1.00|4.25|3.25|15.2
10031|德怀特-霍华德(Dwight Howard)|2007|魔术|10|10|42.1|7.2-12.4|58.1%|0.0-0.0|0.0%|4.5-8.3|54.2%|15.8|0.9|0.80|3.40|3.20|3.80|18.9
10031|德怀特-霍华德(Dwight Howard)|2008|魔术|23|23|39.3|7.0-11.7|60.1%|0.0-0.1|0.0%|6.3-9.9|63.6%|15.3|1.9|0.87|2.61|2.91|4.43|20.3
10031|德怀特-霍华德(Dwight Howard)|2009|魔术|14|14|35.5|6.1-10.0|61.4%|0.0-0.0|0.0%|5.9-11.3|51.9%|11.1|1.4|0.79|3.50|3.64|4.21|18.1
10031|德怀特-霍华德(Dwight Howard)|2010|魔术|6|6|43.0|8.5-13.5|63.0%|0.0-0.2|0.0%|10.0-14.7|68.2%|15.5|0.5|0.67|1.83|5.50|4.17|27.0
10031|德怀特-霍华德(Dwight Howard)|2012|湖人|4|4|31.5|6.5-10.5|61.9%|0.0-0.0|0.0%|4.0-9.0|44.4%|10.8|1.0|0.50|2.00|4.00|4.25|17.0
10031|德怀特-霍华德(Dwight Howard)|2013|火箭|6|6|38.5|9.7-17.7|54.7%|0.0-0.0|0.0%|6.7-10.7|62.5%|13.7|1.8|0.67|2.83|3.17|4.17|26.0
10032|詹姆斯-哈登(James Harden)|2009|雷霆|6|0|20.0|2.0-5.2|38.7%|1.0-2.7|37.5%|2.7-3.2|84.2%|2.5|1.8|1.00|0.17|0.50|2.33|7.7
10032|詹姆斯-哈登(James Harden)|2010|雷霆|17|0|31.6|3.9-8.2|47.5%|1.4-4.5|30.3%|3.9-4.7|82.5%|5.4|3.6|1.24|0.76|1.65|2.82|13.0
10032|詹姆斯-哈登(James Harden)|2011|雷霆|20|0|31.5|4.7-10.7|43.5%|1.6-3.9|41.0%|5.4-6.3|85.7%|5.1|3.4|1.55|0.10|2.10|3.35|16.3
10032|詹姆斯-哈登(James Harden)|2012|火箭|6|6|40.5|7.5-19.2|39.1%|2.5-7.3|34.1%|8.8-11.0|80.3%|6.7|4.5|2.00|1.00|4.50|3.00|26.3
10032|詹姆斯-哈登(James Harden)|2013|火箭|6|6|43.8|8.3-22.2|37.6%|2.7-9.0|29.6%|7.5-8.3|90.0%|4.7|5.8|2.00|0.17|3.50|3.50|26.8
10033|特雷沃-阿里扎(Trevor Ariza)|2006|魔术|4|0|11.8|1.2-4.0|31.3%|0.0-0.0|0.0%|0.2-1.0|25.0%|2.2|1.2|0.25|0.00|1.00|2.25|2.8
10033|特雷沃-阿里扎(Trevor Ariza)|2007|湖人|8|0|5.6|0.9-1.5|58.3%|0.1-0.5|25.0%|0.2-0.5|50.0%|1.4|0.1|0.12|0.12|0.12|0.88|2.1
10033|特雷沃-阿里扎(Trevor Ariza)|2008|湖人|23|23|31.4|4.0-8.0|49.7%|1.7-3.7|47.6%|1.6-2.8|56.3%|4.2|2.3|1.57|0.43|1.65|3.17|11.3
10033|特雷沃-阿里扎(Trevor Ariza)|2010|黄蜂|6|6|40.2|5.8-14.2|41.2%|1.2-3.5|33.3%|2.7-3.7|72.7%|6.5|3.3|1.33|0.50|1.17|2.67|15.5
10033|特雷沃-阿里扎(Trevor Ariza)|2013|奇才|11|11|37.0|4.7-9.8|48.1%|2.3-5.1|44.6%|1.9-2.5|77.8%|8.9|1.7|1.55|0.36|1.27|2.36|13.6
10034|杰森-特里(Jason Terry)|2004|小牛|13|13|38.5|6.2-12.3|50.6%|2.1-4.2|49.1%|2.9-3.3|88.4%|4.2|4.6|1.31|0.54|2.31|2.15|17.5
10034|杰森-特里(Jason Terry)|2005|小牛|22|22|38.4|7.4-16.8|44.2%|1.4-4.6|30.7%|2.7-3.2|83.1%|2.9|3.8|1.18|0.05|2.00|2.50|18.9
10034|杰森-特里(Jason Terry)|2006|小牛|6|6|38.2|6.5-15.3|42.4%|1.5-5.3|28.1%|2.5-3.0|83.3%|2.3|3.7|0.83|0.33|2.83|2.00|17.0
10034|杰森-特里(Jason Terry)|2007|小牛|5|3|36.0|5.2-12.0|43.3%|2.8-6.4|43.8%|2.6-3.0|86.7%|1.6|4.8|0.40|0.20|1.00|3.00|15.8
10034|杰森-特里(Jason Terry)|2008|小牛|10|1|32.5|4.9-12.6|38.9%|2.2-5.9|37.3%|2.3-3.0|76.7%|2.8|1.9|0.60|0.30|1.60|1.80|14.3
10034|杰森-特里(Jason Terry)|2009|小牛|6|0|29.0|4.3-11.5|37.7%|2.0-5.0|40.0%|2.0-2.7|75.0%|2.5|2.0|0.67|0.17|1.00|2.67|12.7
10034|杰森-特里(Jason Terry)|2010|小牛|21|0|32.6|6.1-12.8|47.8%|2.0-4.5|44.2%|3.3-4.0|84.3%|1.9|3.2|1.24|0.14|1.52|2.10|17.5
10034|杰森-特里(Jason Terry)|2011|小牛|4|1|34.8|5.0-11.0|45.5%|2.5-5.0|50.0%|1.2-2.0|62.5%|2.2|3.8|0.25|0.00|2.00|2.75|13.8
10034|杰森-特里(Jason Terry)|2012|凯尔特人|6|1|31.5|4.0-9.0|44.4%|2.5-5.7|44.1%|1.5-1.8|81.8%|2.2|2.0|0.67|0.33|0.83|1.50|12.0
10036|厄尔-克拉克(Earl Clark)|2009|太阳|3|0|4.3|0.3-1.0|33.3%|0.0-0.0|0.0%|0.7-0.7|100.0%|0.7|0.3|0.33|0.00|0.67|0.33|1.3
10036|厄尔-克拉克(Earl Clark)|2010|魔术|1|0|6.0|1.0-3.0|33.3%|0.0-0.0|0.0%|0.0-0.0|0.0%|4.0|1.0|1.00|1.00|0.00|0.00|2.0
10036|厄尔-克拉克(Earl Clark)|2011|魔术|5|0|17.6|1.6-3.6|44.4%|0.0-0.0|0.0%|0.8-1.4|57.1%|6.6|0.2|0.40|1.00|0.80|1.20|4.0
10036|厄尔-克拉克(Earl Clark)|2012|湖人|4|1|20.5|1.8-4.8|36.8%|0.0-1.0|0.0%|0.0-0.0|0.0%|3.0|0.5|0.25|0.25|1.50|1.00|3.5
10037|特伦斯-琼斯(Terrence Jones)|2012|火箭|2|0|17.5|2.0-5.0|40.0%|0.0-1.0|0.0%|0.0-1.5|0.0%|7.5|0.5|0.00|0.50|0.50|1.00|4.0
10037|特伦斯-琼斯(Terrence Jones)|2013|火箭|6|2|23.0|3.3-6.5|51.3%|0.0-0.2|0.0%|1.0-2.0|50.0%|6.2|1.3|0.83|0.50|0.33|2.17|7.7
10038|多纳塔斯-莫蒂埃尤纳斯(Donatas Motiejunas)|2012|火箭|1|0|5.0|2.0-2.0|100.0%|0.0-0.0|0.0%|1.0-1.0|100.0%|1.0|0.0|0.00|0.00|0.00|0.00|5.0
10039|弗朗西斯科-加西亚(Francisco Garcia)|2005|国王|6|0|6.8|0.8-1.8|45.5%|0.2-0.7|25.0%|0.3-0.3|100.0%|0.3|0.2|0.33|0.33|0.00|0.83|2.2
10039|弗朗西斯科-加西亚(Francisco Garcia)|2012|火箭|6|3|27.3|3.7-8.3|44.0%|2.8-6.2|45.9%|0.5-0.8|60.0%|3.3|1.5|0.67|0.83|0.67|3.50|10.7
10039|弗朗西斯科-加西亚(Francisco Garcia)|2013|火箭|2|0|11.0|1.0-3.0|33.3%|0.0-1.5|0.0%|1.5-2.0|75.0%|1.0|0.0|0.00|0.00|0.00|1.50|3.5
10040|伊斯梅尔-史密斯(Ish Smith)|2010|灰熊|5|0|2.0|0.4-0.6|66.7%|0.0-0.0|0.0%|0.0-0.0|0.0%|0.4|0.4|0.20|0.00|0.20|0.20|0.8
10040|伊斯梅尔-史密斯(Ish Smith)|2011|魔术|1|0|5.0|0.0-0.0|0.0%|0.0-0.0|0.0%|0.0-0.0|0.0%|1.0|0.0|0.00|1.00|0.00|0.00|0.0
10040|伊斯梅尔-史密斯(Ish Smith)|2012|雄鹿|4|0|2.8|0.0-0.2|0.0%|0.0-0.0|0.0%|0.0-0.0|0.0%|0.2|0.8|0.00|0.00|0.25|0.25|0.0
10041|帕特里克-贝弗利(Patrick Beverley)|2012|火箭|6|5|33.3|4.7-10.8|43.1%|1.3-4.0|33.3%|1.2-1.2|100.0%|5.5|2.8|1.17|0.67|1.00|4.00|11.8
10041|帕特里克-贝弗利(Patrick Beverley)|2013|火箭|6|6|33.7|3.2-8.3|38.0%|1.2-3.7|31.8%|1.2-1.7|70.0%|4.2|1.8|0.50|0.33|0.67|3.50|8.7
10043|特洛伊-丹尼尔斯(Troy Daniels)|2013|火箭|4|0|17.0|2.2-4.2|52.9%|2.0-3.8|53.3%|1.2-1.2|100.0%|2.2|0.2|0.50|0.00|0.50|2.50|7.8
10051|钱德勒-帕森斯(Chandler Parsons)|2012|火箭|6|6|39.7|7.0-15.5|45.2%|2.7-6.7|40.0%|1.5-2.3|64.3%|6.5|3.7|0.17|0.33|3.00|3.17|18.2
10051|钱德勒-帕森斯(Chandler Parsons)|2013|火箭|6|6|41.7|7.7-17.5|43.8%|2.2-6.0|36.1%|1.8-2.5|73.3%|6.8|2.3|0.67|0.33|0.83|3.17|19.3
10052|泰森-钱德勒(Tyson Chandler)|2004|公牛|6|0|28.7|3.2-6.7|47.5%|0.0-0.0|0.0%|5.3-7.7|69.6%|9.7|1.3|0.17|2.17|1.33|4.50|11.7
10052|泰森-钱德勒(Tyson Chandler)|2005|公牛|6|0|17.3|0.7-1.0|66.7%|0.0-0.0|0.0%|0.5-1.7|30.0%|4.5|0.5|0.33|0.33|1.00|4.83|1.8
10052|泰森-钱德勒(Tyson Chandler)|2007|黄蜂|12|12|34.3|3.6-5.7|63.2%|0.0-0.0|0.0%|0.8-1.3|62.5%|10.2|0.4|0.42|1.67|0.83|3.58|8.0
10052|泰森-钱德勒(Tyson Chandler)|2008|黄蜂|4|4|23.5|1.5-3.0|50.0%|0.0-0.0|0.0%|0.8-1.5|50.0%|5.2|0.5|0.50|0.25|2.00|4.25|3.8
10052|泰森-钱德勒(Tyson Chandler)|2009|山猫|4|0|15.0|1.5-2.8|54.5%|0.0-0.0|0.0%|0.5-0.8|66.7%|2.5|0.5|0.50|0.75|1.00|4.00|3.5
10052|泰森-钱德勒(Tyson Chandler)|2010|小牛|21|21|32.4|2.7-4.7|58.2%|0.0-0.0|0.0%|2.5-3.7|67.9%|9.2|0.4|0.62|0.90|0.67|3.67|8.0
10052|泰森-钱德勒(Tyson Chandler)|2011|尼克斯|5|5|33.4|2.2-5.0|44.0%|0.0-0.0|0.0%|1.8-3.0|60.0%|9.0|0.8|1.40|1.40|3.00|3.60|6.2
10052|泰森-钱德勒(Tyson Chandler)|2012|尼克斯|12|12|29.2|2.3-4.3|53.8%|0.0-0.0|0.0%|1.0-1.3|75.0%|7.3|0.3|0.67|1.17|0.92|4.00|5.7
10054|蒙塔-埃利斯(Monta Ellis)|2006|勇士|11|6|21.6|2.9-7.5|39.0%|0.1-0.8|11.1%|2.1-2.5|82.1%|2.3|0.9|0.91|0.18|1.82|2.09|8.0
10054|蒙塔-埃利斯(Monta Ellis)|2012|雄鹿|4|4|38.0|6.0-13.8|43.6%|0.8-4.8|15.8%|1.5-4.0|37.5%|3.2|5.5|2.50|0.25|3.50|2.00|14.2
10054|蒙塔-埃利斯(Monta Ellis)|2013|小牛|7|7|35.6|7.4-18.1|40.9%|1.7-4.9|35.3%|3.9-4.4|87.1%|2.4|2.9|1.29|0.14|2.14|2.71|20.4
10055|德克-诺维茨基(Dirk Nowitzki)|2000|小牛|10|10|39.9|6.9-16.3|42.3%|1.3-4.6|28.3%|8.3-9.4|88.3%|8.1|1.4|1.10|0.80|1.40|3.70|23.4
10055|德克-诺维茨基(Dirk Nowitzki)|2001|小牛|8|8|44.6|9.1-20.5|44.5%|2.0-3.5|57.1%|8.1-9.2|87.8%|13.1|2.2|2.00|0.75|2.75|3.38|28.4
10055|德克-诺维茨基(Dirk Nowitzki)|2002|小牛|17|17|42.5|8.8-18.4|47.9%|1.6-3.6|44.3%|6.1-6.6|91.2%|11.5|2.2|1.24|0.94|2.35|3.06|25.3
10055|德克-诺维茨基(Dirk Nowitzki)|2003|小牛|5|5|42.4|9.0-20.0|45.0%|1.4-3.0|46.7%|7.2-8.4|85.7%|11.8|1.4|1.40|2.60|1.20|3.20|26.6
10055|德克-诺维茨基(Dirk Nowitzki)|2004|小牛|13|13|42.4|7.9-19.7|40.2%|0.8-2.3|33.3%|7.1-8.5|82.9%|10.1|3.3|1.38|1.62|2.54|3.23|23.7
10055|德克-诺维茨基(Dirk Nowitzki)|2005|小牛|23|23|42.7|8.5-18.2|46.8%|1.0-2.9|34.3%|8.9-10.0|89.5%|11.7|2.9|1.09|0.61|2.13|2.78|27.0
10055|德克-诺维茨基(Dirk Nowitzki)|2006|小牛|6|6|39.8|6.0-15.7|38.3%|0.7-3.2|21.1%|7.0-8.3|84.0%|11.3|2.3|1.83|1.33|2.33|3.33|19.7
10055|德克-诺维茨基(Dirk Nowitzki)|2007|小牛|5|5|42.2|8.6-18.2|47.3%|1.2-3.6|33.3%|8.4-10.4|80.8%|12.0|4.0|0.20|1.40|2.00|2.60|26.8
10055|德克-诺维茨基(Dirk Nowitzki)|2008|小牛|10|10|39.4|8.8-17.0|51.8%|0.6-2.1|28.6%|8.6-9.3|92.5%|10.1|3.1|0.90|0.80|2.30|2.10|26.8
10055|德克-诺维茨基(Dirk Nowitzki)|2009|小牛|6|6|38.8|9.7-17.7|54.7%|0.7-1.2|57.1%|6.7-7.0|95.2%|8.2|3.0|0.83|0.67|1.67|2.50|26.7
10055|德克-诺维茨基(Dirk Nowitzki)|2010|小牛|21|21|39.3|9.1-18.9|48.5%|1.1-2.4|46.0%|8.3-8.9|94.1%|8.1|2.5|0.57|0.62|3.10|2.19|27.7
10055|德克-诺维茨基(Dirk Nowitzki)|2011|小牛|4|4|38.5|8.5-19.2|44.2%|0.2-1.5|16.7%|9.5-10.5|90.5%|6.2|1.8|0.75|0.00|2.50|2.25|26.8
10055|德克-诺维茨基(Dirk Nowitzki)|2013|小牛|7|7|37.6|7.7-18.0|42.9%|0.1-1.7|8.3%|3.6-4.4|80.6%|8.0|1.6|0.86|0.86|2.14|2.86|19.1
10056|布兰登-赖特(Brandan Wright)|2011|小牛|4|0|6.8|0.5-1.2|40.0%|0.0-0.0|0.0%|0.2-0.5|50.0%|1.2|0.0|0.25|0.25|0.75|1.00|1.2
10056|布兰登-赖特(Brandan Wright)|2013|小牛|6|0|15.0|2.5-3.0|83.3%|0.0-0.0|0.0%|0.5-1.0|50.0%|2.0|1.3|0.33|1.00|0.33|1.33|5.5
10057|德文-哈里斯(Devin Harris)|2004|小牛|9|0|8.9|0.8-1.8|43.8%|0.2-0.7|33.3%|0.7-1.0|66.7%|1.2|1.2|0.44|0.11|1.11|0.56|2.4
10057|德文-哈里斯(Devin Harris)|2005|小牛|23|15|24.3|3.6-7.4|48.0%|0.0-0.3|0.0%|2.3-3.2|70.3%|1.7|2.2|0.78|0.13|1.83|3.00|9.4
10057|德文-哈里斯(Devin Harris)|2006|小牛|6|6|27.2|5.2-10.5|49.2%|0.5-1.7|30.0%|2.3-3.2|73.7%|2.0|5.0|1.00|0.17|1.50|3.83|13.2
10057|德文-哈里斯(Devin Harris)|2011|爵士|4|4|30.0|4.8-12.0|39.6%|1.0-3.8|26.7%|2.5-3.5|71.4%|1.5|3.8|0.75|0.50|3.00|3.50|13.0
10057|德文-哈里斯(Devin Harris)|2012|老鹰|6|6|37.5|3.8-10.5|36.5%|0.8-4.2|20.0%|2.8-4.2|68.0%|2.8|3.7|1.67|0.17|2.00|3.00|11.3
10057|德文-哈里斯(Devin Harris)|2013|小牛|7|0|25.1|4.4-9.4|47.0%|1.6-3.6|44.0%|1.0-1.1|87.5%|2.4|3.9|0.29|0.29|1.57|1.86|11.4
10058|雷蒙德-费尔顿(Raymond Felton)|2009|山猫|4|4|32.5|4.2-10.5|40.5%|1.0-3.2|30.8%|2.2-3.0|75.0%|2.5|5.0|0.50|0.00|1.50|2.00|11.8
10058|雷蒙德-费尔顿(Raymond Felton)|2010|掘金|5|0|30.4|3.6-10.0|36.0%|0.8-3.2|25.0%|3.6-4.8|75.0%|1.8|4.2|1.20|0.00|2.00|2.00|11.6
10058|雷蒙德-费尔顿(Raymond Felton)|2012|尼克斯|12|12|37.8|6.0-13.5|44.4%|0.8-2.3|32.1%|1.3-2.0|66.7%|3.4|4.7|1.67|0.42|1.67|2.17|14.1
10059|贾米尔-尼尔森(Jameer Nelson)|2006|魔术|4|4|32.2|5.2-12.5|42.0%|1.2-3.5|35.7%|2.5-2.8|90.9%|3.0|3.2|0.75|0.00|2.25|4.75|14.2
10059|贾米尔-尼尔森(Jameer Nelson)|2007|魔术|10|10|33.3|5.7-11.3|50.4%|2.0-4.1|48.8%|2.8-3.7|75.7%|4.1|4.7|0.30|0.20|2.10|4.30|16.2
10059|贾米尔-尼尔森(Jameer Nelson)|2008|魔术|5|0|18.0|1.6-4.6|34.8%|0.2-1.2|16.7%|0.4-0.8|50.0%|1.4|2.8|0.20|0.00|1.40|0.60|3.8
10059|贾米尔-尼尔森(Jameer Nelson)|2009|魔术|14|14|34.2|6.5-13.6|47.9%|2.4-6.0|39.3%|3.6-4.4|82.3%|3.6|4.8|1.00|0.00|2.50|2.71|19.0
10059|贾米尔-尼尔森(Jameer Nelson)|2010|魔术|6|6|36.0|5.2-13.7|37.8%|1.0-4.3|23.1%|1.8-2.3|78.6%|4.2|5.0|2.00|0.00|1.33|2.33|13.2
10059|贾米尔-尼尔森(Jameer Nelson)|2011|魔术|5|5|36.4|5.8-14.8|39.2%|1.6-5.0|32.0%|2.4-3.2|75.0%|3.8|6.6|0.80|0.20|2.00|2.60|15.6
10060|理查德-杰弗森(Richard Jefferson)|2001|网|20|0|22.1|2.6-5.7|46.5%|0.0-0.1|0.0%|1.6-3.0|55.0%|4.6|1.2|0.55|0.45|1.30|2.00|7.0
10060|理查德-杰弗森(Richard Jefferson)|2002|网|20|20|35.5|5.5-11.6|47.6%|0.0-0.1|0.0%|3.0-4.2|71.8%|6.3|2.4|0.80|0.20|2.30|3.35|14.1
10060|理查德-杰弗森(Richard Jefferson)|2003|网|11|11|41.8|6.0-14.4|41.8%|0.8-3.0|27.3%|7.0-9.8|71.3%|6.3|3.8|1.27|0.73|3.91|3.18|19.8
10060|理查德-杰弗森(Richard Jefferson)|2004|网|4|1|35.0|5.0-12.5|40.0%|0.5-2.5|20.0%|5.2-7.8|67.7%|5.5|2.2|0.75|0.00|2.00|3.50|15.8
10060|理查德-杰弗森(Richard Jefferson)|2005|网|11|11|39.7|8.2-15.0|54.5%|1.1-2.6|41.4%|4.7-5.7|82.5%|4.1|4.1|0.91|0.36|2.73|2.91|22.2
10060|理查德-杰弗森(Richard Jefferson)|2006|网|12|12|40.8|6.8-14.0|48.2%|1.1-3.3|32.5%|5.1-5.5|92.4%|5.6|2.2|0.75|0.42|2.25|2.00|19.7
10060|理查德-杰弗森(Richard Jefferson)|2009|马刺|10|10|33.4|3.4-7.0|48.6%|0.1-0.5|20.0%|2.5-3.3|75.8%|5.3|1.8|0.60|0.60|1.50|2.00|9.4
10060|理查德-杰弗森(Richard Jefferson)|2010|马刺|6|6|29.3|2.0-5.2|38.7%|1.0-2.8|35.3%|1.5-1.8|81.8%|4.2|0.8|0.50|0.50|1.00|2.17|6.5
10060|理查德-杰弗森(Richard Jefferson)|2012|勇士|7|0|5.6|0.6-1.3|44.4%|0.3-0.4|66.7%|0.4-1.3|33.3%|1.0|0.1|0.14|0.14|0.00|0.71|1.9
10062|格雷格-史密斯(Greg Smith)|2012|火箭|5|1|11.8|1.2-1.8|66.7%|0.0-0.0|0.0%|1.2-2.4|50.0%|2.6|0.0|0.40|0.40|0.80|1.80|3.6
10063|杰-克劳德(Jae Crowder)|2013|小牛|7|0|11.6|1.1-2.6|44.4%|0.4-1.0|42.9%|0.0-0.0|0.0%|1.7|0.3|0.29|0.14|0.43|1.86|2.7
10068|朱-霍勒迪(Jrue Holiday)|2010|76人|5|5|37.6|4.8-11.6|41.4%|2.2-4.2|52.4%|2.4-3.0|80.0%|3.8|5.6|2.00|0.40|2.20|2.00|14.2
10068|朱-霍勒迪(Jrue Holiday)|2011|76人|13|13|38.0|5.7-13.8|41.3%|1.5-3.8|40.8%|2.9-3.4|86.4%|4.7|5.2|1.54|0.62|2.00|1.85|15.8
10069|莱恩-安德森(Ryan Anderson)|2009|魔术|9|0|9.9|1.0-3.2|31.0%|0.4-1.6|28.6%|0.1-0.1|100.0%|3.4|0.3|0.22|0.22|0.56|1.33|2.6
10069|莱恩-安德森(Ryan Anderson)|2010|魔术|6|0|24.5|1.3-5.0|26.7%|1.0-3.3|30.0%|1.0-1.0|100.0%|4.5|0.5|0.83|0.17|0.17|2.67|4.7
10069|莱恩-安德森(Ryan Anderson)|2011|魔术|5|5|34.4|3.0-8.8|34.1%|2.4-6.0|40.0%|1.2-1.4|85.7%|4.6|0.8|0.60|0.40|1.80|4.40|9.6
10070|欧米尔-阿西克(Omer Asik)|2010|公牛|15|0|9.9|0.4-0.9|46.2%|0.0-0.0|0.0%|0.2-0.7|30.0%|2.1|0.1|0.13|0.53|0.47|1.40|1.0
10070|欧米尔-阿西克(Omer Asik)|2011|公牛|6|3|21.3|1.2-2.3|50.0%|0.0-0.0|0.0%|1.0-2.8|35.3%|4.7|1.3|0.17|1.67|1.33|2.33|3.3
10070|欧米尔-阿西克(Omer Asik)|2012|火箭|6|6|34.7|3.7-6.5|56.4%|0.0-0.0|0.0%|5.0-7.8|63.8%|11.2|0.5|0.50|1.67|2.00|3.67|12.3
10070|欧米尔-阿西克(Omer Asik)|2013|火箭|6|4|27.2|2.7-5.5|48.5%|0.0-0.0|0.0%|0.5-0.5|100.0%|8.2|0.7|0.50|0.67|1.83|4.83|5.8
10071|约翰-萨尔蒙斯(John Salmons)|2002|76人|6|0|2.7|0.0-0.2|0.0%|0.0-0.2|0.0%|0.0-0.3|0.0%|0.5|0.0|0.00|0.00|0.33|0.00|0.0
10071|约翰-萨尔蒙斯(John Salmons)|2004|76人|2|0|2.0|0.0-0.0|0.0%|0.0-0.0|0.0%|0.0-0.0|0.0%|0.0|0.5|0.00|0.00|0.00|0.00|0.0
10071|约翰-萨尔蒙斯(John Salmons)|2008|公牛|7|7|44.7|6.1-15.3|40.2%|1.7-5.4|31.6%|4.1-4.9|85.3%|4.4|2.3|1.29|1.00|1.71|2.86|18.1
10071|约翰-萨尔蒙斯(John Salmons)|2009|雄鹿|7|7|40.7|6.3-15.6|40.4%|0.6-3.3|17.4%|3.9-4.0|96.4%|3.7|4.0|1.43|0.57|1.71|2.71|17.0
10071|约翰-萨尔蒙斯(John Salmons)|2013|猛龙|6|0|12.8|0.8-2.8|29.4%|0.3-2.0|16.7%|0.2-0.2|100.0%|1.0|0.8|0.33|0.00|0.17|1.50|2.2
10082|戈兰-德拉季奇(Goran Dragic)|2009|太阳|16|0|14.8|2.7-6.2|43.0%|0.8-2.5|32.5%|1.4-1.9|74.2%|1.8|2.2|0.25|0.06|1.00|1.12|7.6
10086|杰拉德-格林(Gerald Green)|2008|小牛|6|0|4.3|0.7-2.3|28.6%|0.2-0.8|20.0%|0.3-0.7|50.0%|0.3|0.0|0.17|0.00|0.33|0.67|1.8
10086|杰拉德-格林(Gerald Green)|2012|步行者|9|0|11.7|2.3-5.6|42.0%|1.2-3.7|33.3%|0.2-0.2|100.0%|1.3|0.3|0.00|0.11|0.67|1.11|6.1
10087|安东尼-托利弗(Anthony Tolliver)|2012|老鹰|6|0|11.3|1.3-2.3|57.1%|1.2-1.8|63.6%|0.2-0.5|33.3%|1.5|0.2|0.17|0.17|0.17|1.17|4.0
10087|安东尼-托利弗(Anthony Tolliver)|2013|山猫|4|0|5.2|0.2-0.5|50.0%|0.2-0.5|50.0%|0.8-0.8|100.0%|1.0|0.2|0.00|0.00|0.00|0.50|1.5
10091|沙弗里克-兰多夫(Shavlik Randolph)|2007|76人|2|0|2.0|0.0-0.5|0.0%|0.0-0.0|0.0%|1.5-2.0|75.0%|0.0|0.0|0.00|0.00|0.00|0.50|1.5
10091|沙弗里克-兰多夫(Shavlik Randolph)|2012|凯尔特人|1|0|3.0|0.0-0.0|0.0%|0.0-0.0|0.0%|0.0-0.0|0.0%|3.0|0.0|0.00|0.00|0.00|1.00|0.0
10095|埃里克-布莱索(Eric Bledsoe)|2011|快船|11|0|17.2|3.4-5.7|58.7%|0.3-0.6|42.9%|0.9-1.5|62.5%|2.4|2.1|1.18|0.36|1.36|2.09|7.9
10095|埃里克-布莱索(Eric Bledsoe)|2012|快船|6|0|16.2|2.5-5.0|50.0%|0.2-1.5|11.1%|1.3-2.0|66.7%|2.5|3.0|0.33|0.50|0.83|1.67|6.5
10097|克里斯-保罗(Chris Paul)|2007|黄蜂|12|12|40.5|9.2-18.4|50.2%|0.4-1.8|23.8%|5.2-6.6|78.5%|4.9|11.2|2.33|0.17|1.83|3.58|24.1
10097|克里斯-保罗(Chris Paul)|2008|黄蜂|5|5|40.2|6.0-14.6|41.1%|1.0-3.2|31.3%|3.6-4.2|85.7%|4.4|10.4|1.60|0.00|4.80|1.60|16.6
10097|克里斯-保罗(Chris Paul)|2010|黄蜂|6|6|41.7|7.0-12.8|54.5%|1.5-3.2|47.4%|6.5-8.2|79.6%|6.7|11.5|1.83|0.00|3.67|1.83|22.0
10097|克里斯-保罗(Chris Paul)|2011|快船|11|11|38.5|6.4-14.9|42.7%|1.2-3.5|33.3%|3.7-4.3|87.2%|5.1|7.9|2.73|0.09|3.91|2.73|17.6
10097|克里斯-保罗(Chris Paul)|2012|快船|6|6|37.3|8.2-15.3|53.3%|1.0-3.2|31.6%|5.5-6.2|89.2%|4.0|6.3|1.83|0.00|1.50|2.83|22.8
